region,representative_location,latitude,longitude,weather_date,weather_code,temperature_max_c,temperature_min_c,temperature_mean_c,precipitation_mm,precipitation_hours,wind_speed_max_kmh,wind_gust_max_kmh,is_rain_day,is_heavy_rain_day,rain_category
"Waikato","Hamilton",-37.787,175.2793,2025-10-13 00:00:00.000,53,20,15.7,17.4,7.1,19,31.2,57.2,True,False,"Rain"
"Waikato","Hamilton",-37.787,175.2793,2025-11-22 00:00:00.000,53,22.8,11.3,17,0.6,1,10.3,21.6,True,False,"Rain"
"Waikato","Hamilton",-37.787,175.2793,2025-12-30 00:00:00.000,53,24.4,17.7,20.6,3.3,14,30.2,58.7,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-01-17 00:00:00.000,53,23.1,17.3,20.2,3.2,15,19.3,37.4,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-01-18 00:00:00.000,53,23.3,19.1,21.1,7.2,22,19.7,37.1,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-02-10 00:00:00.000,53,22.3,16.5,19.8,5,18,21.3,34.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-04-09 00:00:00.000,53,20.1,13.7,17.1,5.1,20,18.1,33.5,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-04-11 00:00:00.000,53,20.9,17.8,19.1,4.6,21,36.6,62.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-05-28 00:00:00.000,53,14.1,6.8,10.1,0.7,2,21.9,38.9,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-08-19 00:00:00.000,53,12.6,7.6,10.7,2.6,10,41,69.1,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-08-26 00:00:00.000,53,15.2,6.9,11.4,2.5,9,15.7,29.5,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-10-30 00:00:00.000,53,16.2,8.9,12.9,2.1,10,21.7,37.4,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-11-21 00:00:00.000,53,17.2,9.8,13.6,1.6,10,32.4,68.4,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2024-12-10 00:00:00.000,53,22.4,13.1,17.8,0.8,1,16.4,37.1,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-01-17 00:00:00.000,53,20.5,15.6,17.8,3.3,11,16.9,38.9,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-01-29 00:00:00.000,53,23.1,15.3,19,1.8,9,21.1,44.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-01-31 00:00:00.000,53,24.1,15.3,19.4,0.5,1,18.6,40.3,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-02-09 00:00:00.000,53,24.3,15.4,20.2,1.6,9,14.8,35.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-02-15 00:00:00.000,53,21.1,14.9,18,4,14,25.1,53.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-03-01 00:00:00.000,53,22.4,16.4,19.3,5.1,14,15.9,38.2,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-04-02 00:00:00.000,53,19.9,15.8,17.9,3.3,14,18.1,33.5,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-04-05 00:00:00.000,53,22.1,13.7,18.5,0.9,1,21.5,43.9,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-04-16 00:00:00.000,53,19.3,15.5,17,3.7,13,33,61.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-04-20 00:00:00.000,53,21.2,17.7,19.3,6.2,19,24.9,48.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-04-26 00:00:00.000,53,18.6,14.3,16.3,6.5,22,18.2,42.1,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-06-26 00:00:00.000,53,16.6,13.4,15.1,5.2,18,33.9,61.9,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-07-09 00:00:00.000,53,12.4,8.1,10.4,2.7,9,13.7,27.7,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-07-18 00:00:00.000,53,13.2,5.1,9.6,4.2,9,25.5,46.4,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-07-31 00:00:00.000,53,14.3,7.9,10.4,0.6,2,12.2,26.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-08-07 00:00:00.000,53,14.7,9.8,12.3,6.1,23,22.2,46.4,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-09-22 00:00:00.000,53,15.5,13.6,14.3,1.8,9,24.8,51.1,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-10-02 00:00:00.000,53,17.4,9.1,14.2,3.6,13,21.2,41.8,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-10-27 00:00:00.000,53,19.2,12.4,15.9,4.6,10,30.3,63.7,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-11-17 00:00:00.000,53,19.6,14.6,16.9,5.5,15,21.6,43.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-11-25 00:00:00.000,53,20.2,15,17.8,2.7,13,19.7,42.1,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-11-26 00:00:00.000,53,20.9,16.9,18.7,3.9,14,17.9,39.6,True,False,"Rain"
"Bay of Plenty","Tauranga",-37.6878,176.1651,2025-12-27 00:00:00.000,53,19,13.6,17,2.1,9,19.7,37.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-01-09 00:00:00.000,53,22.3,15.9,19.5,3,13,20,36.7,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-01-19 00:00:00.000,53,24.4,20.1,22.1,3.1,14,26,41.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-01-20 00:00:00.000,53,23.7,20,21.9,5.6,15,25.6,42.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-01-21 00:00:00.000,53,25.3,18.9,22,3.3,10,11.8,27.7,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-02-27 00:00:00.000,53,19.9,13.9,17.6,2.9,9,23.5,41.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-03-26 00:00:00.000,53,19.5,15.4,17.7,1.8,11,30.5,54.4,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-03-27 00:00:00.000,53,19.6,14.5,17.2,1.8,10,38.6,64.4,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-04-03 00:00:00.000,53,18.7,11.4,15.4,3.4,10,20.4,36,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-06-29 00:00:00.000,53,13.7,4.8,8.2,0.7,2,14.5,25.2,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-07-28 00:00:00.000,53,14.5,10.6,13,2.1,10,24,37.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-08-12 00:00:00.000,53,14.3,8.6,12.4,1.5,9,43.6,74.5,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-08-19 00:00:00.000,53,12.9,9.6,10.6,2.6,10,48.5,78.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-08-22 00:00:00.000,53,13.5,5.8,10.3,2.3,9,19.4,34.6,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-08-30 00:00:00.000,53,15,12.2,13.3,2.1,11,31,55.4,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-09-10 00:00:00.000,53,15.5,12.3,13.8,3.1,11,33.4,52.9,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-09-13 00:00:00.000,53,14.5,12,13.4,3.2,10,28.4,47.5,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-09-22 00:00:00.000,53,15.1,9.9,12.9,3,15,31.4,53.3,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-09-23 00:00:00.000,53,14.8,9.6,12.4,2.9,9,29.5,49.7,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-09-26 00:00:00.000,53,14.6,8.3,13.2,2.7,10,35.1,57.2,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-10-01 00:00:00.000,53,16.2,11,14,2.1,10,22.5,40.3,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-10-09 00:00:00.000,53,14.1,10.5,12.7,2.6,11,36.4,60.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-10-25 00:00:00.000,53,17.6,15.7,16.6,2,12,32.6,54,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-11-06 00:00:00.000,53,17.6,13.1,15,5.4,16,9.8,17.6,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-11-09 00:00:00.000,53,18.6,15.3,16.9,3.9,10,27.4,47.9,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-11-20 00:00:00.000,53,17,13,15.2,4.1,13,32.8,56.9,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-11-30 00:00:00.000,53,21.7,15.9,18.4,1.9,11,18.6,33.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2024-12-05 00:00:00.000,53,19,14.3,17.4,3.5,12,32.3,54.4,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-01-03 00:00:00.000,53,19,13.6,16.4,3.6,12,35.9,61.2,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-02-19 00:00:00.000,53,21.8,19.3,20.5,6.2,16,35.4,57.6,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-02-21 00:00:00.000,53,19.6,15.4,18.1,1.7,10,33.2,58.3,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-03-25 00:00:00.000,53,21.8,13.7,18.5,2.8,10,21.8,39.6,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-07-18 00:00:00.000,53,13.4,4.4,9.3,3.6,9,24.9,42.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-09-05 00:00:00.000,53,15.6,13.4,14.3,4.3,14,34.4,59.4,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-09-27 00:00:00.000,53,15.6,8.4,12.7,3.6,12,21.2,37.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-09-28 00:00:00.000,53,16.6,11.8,14.5,4.6,17,22.2,38.2,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-10-10 00:00:00.000,53,16.2,14.9,15.5,7.9,24,30.8,51.1,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-10-11 00:00:00.000,53,17.2,15.2,15.9,7.8,22,35.9,60.8,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-10-19 00:00:00.000,53,16.9,10.9,14.7,3.7,9,35.7,64.1,True,False,"Rain"
"Taranaki","New Plymouth",-39.0556,174.0752,2025-10-26 00:00:00.000,53,15.3,10.3,13.4,3,13,36,61.2,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-02-26 00:00:00.000,53,22.8,18.4,19.6,5.4,11,17.2,36,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-02-29 00:00:00.000,53,19.9,14.4,16.9,2.6,9,25.2,49.7,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-03-08 00:00:00.000,53,22.8,13.9,17.8,1.1,2,22,45.7,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-03-13 00:00:00.000,53,26.7,14.9,19.4,3,9,24.9,49.7,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-03-18 00:00:00.000,53,22.7,12.3,16,0.8,2,25.2,48.2,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-04-17 00:00:00.000,53,23.6,13.7,17.6,0.9,2,19.1,34.2,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-06-19 00:00:00.000,53,12.1,10,10.9,2.5,9,20.1,39.6,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-06-27 00:00:00.000,53,12.1,9.8,10.6,6.7,24,20.3,37.1,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-07-19 00:00:00.000,53,12.9,5.9,9.3,2.9,9,10.7,23.4,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-07-30 00:00:00.000,53,16.5,10.7,13,3.4,12,21,51.1,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-08-30 00:00:00.000,53,18.6,9.1,13.8,0.8,2,22.2,45.7,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-10-28 00:00:00.000,53,21.8,10.1,16.1,0.7,2,25.3,54,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-11-11 00:00:00.000,53,23.1,15.3,19.3,0.7,2,28.7,56.5,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-12-12 00:00:00.000,53,20.9,17.8,19.1,7.7,16,13.5,28.4,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2024-12-19 00:00:00.000,53,19.8,15.3,17.4,11,23,22.9,45,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-01-19 00:00:00.000,53,20.2,12.3,16.7,1.7,9,17.3,37.8,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-01-20 00:00:00.000,53,19.9,15,17.1,2.4,11,14.1,32,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-01-22 00:00:00.000,53,20.3,16.2,17.8,4.2,16,18.8,40.3,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-02-11 00:00:00.000,53,20.2,15.3,18,1.3,9,26.2,50.8,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-02-16 00:00:00.000,53,20.2,16.6,18.3,2.8,12,24.7,47.9,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-04-07 00:00:00.000,53,24.4,15.3,18.6,1.3,2,31.8,59,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-04-21 00:00:00.000,53,21.6,15.9,17.7,5.1,13,16.4,32.4,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-04-26 00:00:00.000,53,17.5,7.3,12.8,0.6,1,15.2,31.3,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-05-19 00:00:00.000,53,15.4,10,13.2,3.9,12,25.6,45,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-07-14 00:00:00.000,53,14.6,9.4,11.6,0.6,2,11.3,19.8,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-08-13 00:00:00.000,53,11.4,5.6,7.8,2.7,13,12.4,24.8,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-08-29 00:00:00.000,53,17.3,9.5,13.5,0.8,1,29.4,54.4,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-09-22 00:00:00.000,53,17.9,13,14.8,4.3,12,18.1,32.8,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-09-23 00:00:00.000,53,21,13.2,16.6,1.1,2,24.2,49.3,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-11-23 00:00:00.000,53,20.5,14.8,17.7,2.8,9,16.4,34.6,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-11-25 00:00:00.000,53,19.3,15.1,17.4,3.2,14,23.1,43.6,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-12-20 00:00:00.000,53,23.2,14.7,18.7,1.1,2,32.1,59,True,False,"Rain"
"Hawke's Bay","Napier",-39.4928,176.912,2025-12-24 00:00:00.000,53,30,18.3,23.7,0.8,2,39,77.8,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-02-11 00:00:00.000,53,17.6,9.5,14.4,2.4,9,27.2,47.9,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-03-03 00:00:00.000,53,20.5,16.4,18.6,2.4,10,31.3,57.6,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-03-13 00:00:00.000,53,20.6,14.2,17.5,3.5,16,27.4,51.8,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-03-25 00:00:00.000,53,19.5,13.3,16.5,5,15,37,67.3,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-03-26 00:00:00.000,53,20.4,14.8,17.3,4.7,14,37,71.3,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-04-15 00:00:00.000,53,16.8,8.4,12.6,3.3,11,18.3,35.3,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-04-16 00:00:00.000,53,17.2,12,14.4,2.6,15,27.6,49.3,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-05-25 00:00:00.000,53,13.5,3.3,9,0.8,2,30.3,52.6,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-05-28 00:00:00.000,53,13.6,5.8,9.3,3,12,25.8,47.2,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-07-18 00:00:00.000,53,13.7,8.3,10.2,5.4,10,15,25.6,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-07-21 00:00:00.000,53,14.2,9.6,11.2,4.8,15,19.7,34.9,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-07-22 00:00:00.000,53,10.5,6.6,9,4,15,21.3,37.1,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-08-04 00:00:00.000,53,12.2,0.5,5.4,0.8,2,13.1,23.4,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-08-12 00:00:00.000,53,13.8,7.4,10.9,4.5,12,40.3,83.9,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-08-15 00:00:00.000,53,13.1,7.4,10.4,4.6,13,33,59.8,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-08-16 00:00:00.000,53,13.8,9.8,11.5,3.7,16,24.7,48.2,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-09-06 00:00:00.000,53,15.2,5.2,11.3,1.9,11,31.3,58.7,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-09-07 00:00:00.000,53,16.1,12.2,13.9,5.5,18,46.9,86.4,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-09-10 00:00:00.000,53,15.2,10.7,12.8,5.1,15,32.9,60.1,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-09-23 00:00:00.000,53,14.6,9.2,11.6,2.1,15,33.1,59.8,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-10-06 00:00:00.000,53,17.4,10.1,13.8,2.6,13,30.2,56.2,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-10-14 00:00:00.000,53,14.9,8.3,11.8,2.2,10,24.1,41,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-11-01 00:00:00.000,53,17.9,12.2,14.8,3.8,12,32.9,60.8,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-11-26 00:00:00.000,53,18.7,13,16.2,4.3,19,27.6,50,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-11-29 00:00:00.000,53,19.3,13.9,16.3,3.2,12,23.7,45,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-12-04 00:00:00.000,53,20.8,16.9,18.2,4.1,19,35.7,67.3,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-12-13 00:00:00.000,53,19.7,15.6,17.6,1.8,11,36,65.2,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-12-23 00:00:00.000,53,20.4,14.3,17.3,4.1,17,24,45,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-12-24 00:00:00.000,53,21.5,14.6,17.7,3.6,13,20,35.6,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-12-26 00:00:00.000,53,19.9,14.7,17,4.4,19,26.5,48.6,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2024-12-30 00:00:00.000,53,20.7,14.3,18,3.3,11,26.6,50.8,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-01-24 00:00:00.000,53,23.4,17.2,19.2,3.7,17,20,36.7,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-03-24 00:00:00.000,53,20.2,15,17.1,4.3,14,20.1,34.9,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-04-17 00:00:00.000,53,17.8,14.5,16.2,2.3,12,37.2,65.5,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-06-03 00:00:00.000,53,14.8,10.5,12.3,2,10,27.9,50.4,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-06-07 00:00:00.000,53,9.8,4.9,6.8,4.3,9,15.9,34.2,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-06-26 00:00:00.000,53,17.3,10.1,14.2,1,2,25.9,46.4,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-07-15 00:00:00.000,53,14.1,7.8,10.4,3,12,25.5,44.6,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-08-09 00:00:00.000,53,9.7,3,6.4,2.1,9,15.3,34.2,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-09-11 00:00:00.000,53,12.2,7.5,9.7,1.9,9,37.1,69.1,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-09-17 00:00:00.000,53,16.1,11.8,13.6,2.5,12,48,91.4,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-09-27 00:00:00.000,53,15.6,8.8,11.7,3.3,12,20.1,40,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-10-05 00:00:00.000,53,15.1,9.4,11.7,2.5,15,21.8,39.6,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-10-20 00:00:00.000,53,17.6,8.7,13.7,5.6,12,41.4,76.7,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-10-26 00:00:00.000,53,14.6,11.1,12.7,2.6,13,42.8,79.2,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-10-31 00:00:00.000,53,15.6,10.5,12.8,3.7,14,32.8,59.8,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-11-11 00:00:00.000,53,18.1,12.3,15.8,2.5,12,30.4,57.6,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-11-27 00:00:00.000,53,24.3,17.8,20.3,5.6,14,29.5,56.9,True,False,"Rain"
"Manawatu-Whanganui","Palmerston North",-40.3523,175.6082,2025-12-22 00:00:00.000,53,19.1,10.4,15.1,0.7,2,22,45,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-01-19 00:00:00.000,53,26.1,19.3,22.2,3,15,25.2,49,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-02-10 00:00:00.000,53,26.1,18.1,21.3,2.9,13,20.7,38.5,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-02-13 00:00:00.000,53,23,13.7,18.5,2.5,10,9.1,23.4,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-06-20 00:00:00.000,53,15,12.2,13.1,3,12,25.6,51.8,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-09-14 00:00:00.000,53,18.5,12.3,14.9,5,14,27.4,55.1,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-09-17 00:00:00.000,53,12,8.1,9.7,3,12,45.2,85,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-10-10 00:00:00.000,53,15.1,7.6,11,2,9,14.8,33.5,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-11-07 00:00:00.000,53,21.4,10.8,16.5,3.1,11,13,30.6,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-12-17 00:00:00.000,53,21.5,14.8,18,2.6,11,24,52.2,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2024-12-31 00:00:00.000,53,20.4,14.8,17.3,3,13,36.5,79.2,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-01-22 00:00:00.000,53,24.2,16.4,19.8,1.9,9,15.5,36.4,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-01-29 00:00:00.000,53,23.5,15.1,19.3,3,10,10.1,26.6,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-03-01 00:00:00.000,53,24.2,16.1,20,2.8,10,10.5,28.8,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-03-29 00:00:00.000,53,22.4,14.4,17.3,3.2,11,16.1,34.2,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-04-14 00:00:00.000,53,21.3,16.9,18.4,3.5,15,20.5,44.6,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-04-19 00:00:00.000,53,21.9,17.6,19.6,4.3,17,24.8,55.1,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-04-23 00:00:00.000,53,20.1,12.2,15.9,3.1,11,22,41,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-05-30 00:00:00.000,53,17.2,13.9,15.2,1.9,10,31.8,64.4,True,False,"Rain"
"Northland","Whangarei",-35.7251,174.3237,2025-06-03 00:00:00.000,53,16.4,7.6,11.7,0.9,1,15.9,29.9,True,False,"Rain"
